"Order ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name","Segment","City","State","Country","Market","Region","Product ID","Category","Sub-Category","Product Name","Sales","Quantity","Discount","Profit","Shipping Cost","Order Priority","","","","",""
"ID-2014-80657","5/16/2014","5/18/2014","Second Class","RD-19930","Russell D'Ascenzo","Consumer","Manukau City","Auckland","New Zealand","APAC","Oceania","OFF-AP-10004350","Office Supplies","Appliances","KitchenAid Refrigerator, Red","1900.58","6","0.4","-348.52","360.04","High","","","","",""
"MX-2014-164217","8/29/2014","9/2/2014","Standard Class","CC-12100","Chad Cunningham","Home Office","Coyoacán","Distrito Federal","Mexico","LATAM","North","TEC-PH-10004182","Technology","Phones","Motorola Smart Phone, Full Size","2142.3","5","0","556.9","363.1","High","","","","",""
"CA-2011-136567","12/20/2011","12/21/2011","First Class","PS-19045","Penelope Sewall","Home Office","Harrisonburg","Virginia","United States","US","South","FUR-TA-10001932","Furniture","Tables","Chromcraft 48"" x 96"" Racetrack Double Pedestal Table","2244.48","7","0","493.79","498.14","High","","","","",""
"IN-2014-39077","7/19/2014","7/23/2014","Standard Class","JK-16120","Julie Kriz","Home Office","Palembang","Sumatera Selatan","Indonesia","APAC","Southeast Asia","FUR-BO-10001212","Furniture","Bookcases","Safco Classic Bookcase, Mobile","3278.58","8","0.07","140.82","492.28","High","","","","",""
"ID-2012-60980","8/16/2012","8/16/2012","Same Day","EM-14200","Evan Minnotte","Home Office","Bangkok","Bangkok","Thailand","APAC","Southeast Asia","TEC-PH-10001670","Technology","Phones","Motorola Smart Phone, Full Size","3741.52","7","0.17","946.63","491.91","High","","","","",""
"TU-2012-2690","5/23/2012","5/26/2012","First Class","SF-10200","Sarah Foster","Consumer","Izmir","Izmir","Turkey","EMEA","EMEA","TEC-SAM-10000345","Technology","Phones","Samsung Audio Dock, with Caller ID","934.25","14","0.6","-1331.65","363.73","High","","","","",""
"CA-2013-110499","4/8/2013","4/10/2013","First Class","YC-21895","Yoseph Carroll","Corporate","San Francisco","California","United States","US","West","TEC-CO-10002095","Technology","Copiers","Hewlett Packard 610 Color Digital Copier / Printer","1199.98","3","0.2","374.99","363.78","High","","","","",""
"IN-2012-57025","1/11/2012","1/15/2012","Standard Class","PM-18940","Paul MacIntyre","Consumer","Tasikmalaya","Jawa Barat","Indonesia","APAC","Southeast Asia","FUR-BO-10004679","Furniture","Bookcases","Safco Library with Doors, Pine","3637.6","10","0.07","156.4","487.86","High","","","","",""
"MX-2012-130351","12/20/2012","12/24/2012","Standard Class","FH-14365","Fred Hopkins","Corporate","Mexico City","Distrito Federal","Mexico","LATAM","North","TEC-PH-10002672","Technology","Phones","Cisco Smart Phone, Full Size","3474.08","8","0","625.28","365.65","High","","","","",""
"MX-2013-109981","12/3/2013","12/4/2013","First Class","BM-11785","Bryan Mills","Consumer","Milpa Alta","Distrito Federal","Mexico","LATAM","North","TEC-PH-10004196","Technology","Phones","Samsung Smart Phone, Cordless","1278","3","0","89.46","365.9","High","","","","",""
"CA-2011-120474","12/1/2011","12/3/2011","First Class","RP-19390","Resi Pölking","Consumer","Madison","Wisconsin","United States","US","Central","FUR-CH-10001854","Furniture","Chairs","Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat","2807.84","8","0","673.88","487.15","High","","","","",""
"CA-2013-100300","6/25/2013","6/27/2013","Second Class","MJ-17740","Max Jones","Consumer","San Diego","California","United States","US","West","TEC-MA-10000984","Technology","Machines","Okidata MB760 Printer","4476.8","4","0.2","503.64","485.47","High","","","","",""
"RO-2012-9480","12/6/2012","12/6/2012","Same Day","SG-10605","Speros Goranitis","Consumer","Piatra-Neamt","Neamt","Romania","EMEA","EMEA","TEC-HEW-10003460","Technology","Copiers","Hewlett Fax and Copier, Color","1554.48","8","0","341.76","366.58","High","","","","",""
"MX-2012-164791","12/6/2012","12/8/2012","First Class","PV-18985","Paul Van Hugh","Home Office","Salto","São Paulo","Brazil","LATAM","South","TEC-AC-10000376","Technology","Accessories","Memorex Router, Bluetooth","2297.96","14","0","988.12","483.26","High","","","","",""
"ES-2014-5345830","1/14/2014","1/16/2014","First Class","MG-17695","Maureen Gnade","Consumer","Turin","Piedmont","Italy","EU","South","TEC-CO-10002663","Technology","Copiers","Sharp Wireless Fax, Laser","2847.36","8","0","711.84","350.68","High","","","","",""
"MX-2014-151554","11/21/2014","11/21/2014","Same Day","TM-21490","Tony Molinari","Consumer","Camagüey","Camagüey","Cuba","LATAM","Caribbean","TEC-CO-10002617","Technology","Copiers","Brother Fax Machine, High-Speed","1053.69","5","0","441.29","367.55","High","","","","",""
"ID-2013-57949","6/13/2013","6/13/2013","Same Day","AM-10705","Anne McFarland","Consumer","Medan","Sumatera Utara","Indonesia","APAC","Southeast Asia","TEC-CO-10001419","Technology","Copiers","Hewlett Copy Machine, Color","1479.31","6","0.07","-63.65","350.31","High","","","","",""
"AO-2011-1670","1/8/2011","1/13/2011","Standard Class","HZ-4950","Henia Zydlo","Consumer","Benguela","Benguela","Angola","Africa","Africa","FUR-IKE-10001539","Furniture","Bookcases","Ikea Classic Bookcase, Pine","2478.6","6","0","49.5","349.87","High","","","","",""
"ID-2014-41597","3/15/2014","3/17/2014","Second Class","MG-17680","Maureen Gastineau","Home Office","Ho Chi Minh City","Ho Chí Minh City","Vietnam","APAC","Southeast Asia","FUR-CH-10003616","Furniture","Chairs","Novimex Executive Leather Armchair, Adjustable","1680.61","5","0.27","368.26","327.81","High","","","","",""
"MX-2014-127656","2/24/2014","2/27/2014","First Class","NS-18505","Neola Schneider","Consumer","Cartagena","Bolívar","Colombia","LATAM","South","TEC-CO-10001818","Technology","Copiers","Sharp Wireless Fax, Digital","1655.96","7","0","13.2","329.58","High","","","","",""
"ES-2014-5991471","9/18/2014","9/18/2014","Same Day","LD-16855","Lela Donovan","Corporate","Saint-Laurent-du-Var","Provence-Alpes-Côte d'Azur","France","EU","Central","FUR-BO-10000490","Furniture","Bookcases","Bush Library with Doors, Metal","1637.01","5","0.1","90.81","329.73","High","","","","",""
"IN-2014-44257","4/16/2014","4/18/2014","Second Class","SV-20785","Stewart Visinsky","Consumer","Medan","Sumatera Utara","Indonesia","APAC","Southeast Asia","OFF-ST-10003150","Office Supplies","Storage","Smead Lockers, Wire Frame","1803.08","11","0.17","-130.39","332.13","High","","","","",""
"IN-2013-69730","12/12/2013","12/14/2013","First Class","JM-15250","Janet Martin","Consumer","Suzhou","Anhui","China","APAC","North Asia","TEC-CO-10003102","Technology","Copiers","Canon Copy Machine, Color","1581.48","6","0","0","550.74","High","","","","",""
"ID-2013-25742","1/28/2013","1/30/2013","First Class","SC-20695","Steve Chapman","Corporate","Manila","National Capital","Philippines","APAC","Southeast Asia","FUR-CH-10001415","Furniture","Chairs","Office Star Executive Leather Armchair, Red","2465.82","7","0.25","197.19","546.49","High","","","","",""
"MX-2014-120026","12/22/2014","12/24/2014","First Class","SC-20695","Steve Chapman","Corporate","Soyapango","San Salvador","El Salvador","LATAM","Central","FUR-CH-10002033","Furniture","Chairs","Harbour Creations Executive Leather Armchair, Adjustable","1269.6","4","0","355.44","333.15","High","","","","",""
"IN-2012-86698","5/7/2012","5/7/2012","Same Day","NC-18625","Noah Childs","Corporate","Newcastle","New South Wales","Australia","APAC","Oceania","FUR-TA-10003627","Furniture","Tables","Bevis Conference Table, with Bottom Storage","1847.52","2","0","738.96","545.89","High","","","","",""
"ES-2014-4856325","5/16/2014","5/19/2014","First Class","VM-21685","Valerie Mitchum","Home Office","Marseille","Provence-Alpes-Côte d'Azur","France","EU","Central","FUR-BO-10000120","Furniture","Bookcases","Sauder Stackable Bookrack, Mobile","1189.24","9","0.1","250.99","334.23","High","","","","",""
"ES-2013-2903666","11/27/2013","11/29/2013","First Class","NF-18385","Natalie Fritzler","Consumer","Graz","Styria","Austria","EU","Central","FUR-BO-10001133","Furniture","Bookcases","Ikea Classic Bookcase, Mobile","2899.89","7","0","927.78","541.59","High","","","","",""
"ES-2012-4272278","11/13/2012","11/17/2012","Standard Class","TG-21640","Trudy Glocke","Consumer","Ghent","East Flanders","Belgium","EU","Central","OFF-AP-10001169","Office Supplies","Appliances","Cuisinart Microwave, White","2489.4","9","0","273.78","335.95","High","","","","",""
"ES-2013-3903130","9/3/2013","9/5/2013","Second Class","MZ-17335","Maria Zettner","Home Office","Malakoff","Ile-de-France","France","EU","Central","OFF-AP-10002904","Office Supplies","Appliances","Hamilton Beach Refrigerator, Silver","3155.54","7","0.1","34.94","539.94","High","","","","",""
"IT-2012-3796476","1/16/2012","1/18/2012","First Class","CC-12610","Corey Catlett","Corporate","Iserlohn","North Rhine-Westphalia","Germany","EU","Central","OFF-AP-10001527","Office Supplies","Appliances","Hamilton Beach Microwave, Black","2283.71","9","0.1","-0.22","337.07","High","","","","",""
"CA-2014-138149","6/30/2014","7/1/2014","First Class","WB-21850","William Brown","Consumer","Los Angeles","California","United States","US","West","OFF-BI-10003091","Office Supplies","Binders","GBC DocuBind TL200 Manual Binding Machine","895.92","5","0.2","302.37","337.16","High","","","","",""
"ES-2013-5810502","12/31/2013","1/2/2014","First Class","DM-12955","Dario Medina","Corporate","Lannion","Brittany","France","EU","Central","TEC-CO-10003800","Technology","Copiers","Hewlett Wireless Fax, Color","1946.31","6","0.15","114.45","337.93","High","","","","",""
"CA-2011-144624","11/19/2011","11/23/2011","Standard Class","JM-15865","John Murray","Consumer","Jamestown","New York","United States","US","East","TEC-PH-10002885","Technology","Phones","Apple iPhone 5","4548.81","7","0","1228.18","338.56","High","","","","",""
"ID-2012-65411","7/18/2012","7/19/2012","First Class","CS-12175","Charles Sheldon","Corporate","Darwin","Northern Territory","Australia","APAC","Oceania","TEC-AC-10000639","Technology","Accessories","Belkin Router, Bluetooth","1863","8","0.1","393.24","339.06","High","","","","",""
"ID-2013-58642","2/21/2013","2/22/2013","First Class","PK-19075","Pete Kriz","Consumer","Perth","Western Australia","Australia","APAC","Oceania","FUR-TA-10003222","Furniture","Tables","Barricks Wood Table, with Bottom Storage","1809.26","5","0.3","-258.5","339.47","High","","","","",""
"ES-2012-2510515","6/19/2012","6/19/2012","Same Day","LH-17155","Logan Haushalter","Consumer","Le Bouscat","Aquitaine","France","EU","Central","TEC-PH-10002898","Technology","Phones","Samsung Smart Phone, Full Size","2167.3","4","0.15","790.42","531.09","High","","","","",""
"US-2014-105935","1/27/2014","2/1/2014","Standard Class","BD-11500","Bradley Drucker","Consumer","Columbus","Georgia","United States","US","South","TEC-PH-10001459","Technology","Phones","Samsung Galaxy Mega 6.3","2939.93","7","0","764.38","343.25","High","","","","",""
"IN-2014-78900","12/3/2014","12/7/2014","Standard Class","JF-15190","Jamie Frazer","Consumer","Phnom Penh","Phnom Penh","Cambodia","APAC","Southeast Asia","FUR-TA-10003078","Furniture","Tables","Hon Training Table, Fully Assembled","2673.36","8","0","1069.2","432.57","High","","","","",""
"CA-2012-111514","8/31/2012","9/2/2012","First Class","SC-20260","Scott Cohen","Corporate","San Francisco","California","United States","US","West","FUR-BO-10002545","Furniture","Bookcases","Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors","1552.83","7","0.15","200.95","343.97","High","","","","",""
"US-2014-110576","11/29/2014","12/3/2014","Standard Class","RB-19795","Ross Baird","Home Office","Philadelphia","Pennsylvania","United States","US","East","FUR-TA-10004154","Furniture","Tables","Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer","2065.32","12","0.4","-619.6","344.98","High","","","","",""
"IT-2011-3316894","4/6/2011","4/8/2011","First Class","PC-19000","Pauline Chand","Home Office","Barcelona","Catalonia","Spain","EU","South","OFF-ST-10001758","Office Supplies","Storage","Rogers Lockers, Blue","1523.66","8","0.1","-50.98","345.81","High","","","","",""
"MX-2011-158204","9/28/2011","9/30/2011","Second Class","DV-13465","Dianna Vittorini","Consumer","Mejicanos","San Salvador","El Salvador","LATAM","Central","FUR-BO-10000567","Furniture","Bookcases","Sauder Classic Bookcase, Traditional","2325.28","8","0","511.52","347.82","High","","","","",""
"ES-2011-4500805","11/5/2011","11/9/2011","Second Class","PO-18865","Patrick O'Donnell","Consumer","Nice","Provence-Alpes-Côte d'Azur","France","EU","Central","TEC-PH-10002623","Technology","Phones","Cisco Smart Phone, with Caller ID","4448.83","8","0.15","1517.71","527.85","High","","","","",""
"MX-2013-113824","4/26/2013","4/28/2013","First Class","AB-10060","Adam Bellavance","Home Office","Medellín","Antioquia","Colombia","LATAM","South","FUR-BO-10001498","Furniture","Bookcases","Dania Classic Bookcase, Pine","2472.66","9","0","914.76","523.47","High","","","","",""
"IN-2013-45076","12/26/2013","12/26/2013","Same Day","DB-13060","Dave Brooks","Consumer","Gold Coast","Queensland","Australia","APAC","Oceania","OFF-AP-10003598","Office Supplies","Appliances","Breville Refrigerator, Red","3739.18","8","0.1","747.82","522.79","High","","","","",""
"IN-2012-42220","10/2/2012","10/2/2012","Same Day","ED-13885","Emily Ducich","Home Office","Ho Chi Minh City","Ho Chí Minh City","Vietnam","APAC","Southeast Asia","FUR-CH-10003232","Furniture","Chairs","Harbour Creations Executive Leather Armchair, Adjustable","1719.81","5","0.27","117.66","368.44","High","","","","",""
"IN-2012-18518","10/4/2012","10/9/2012","Standard Class","TT-21070","Ted Trevino","Consumer","Agra","Uttar Pradesh","India","APAC","Central Asia","FUR-CH-10001207","Furniture","Chairs","Hon Executive Leather Armchair, Red","2756.34","6","0","413.28","369.4","High","","","","",""
"ES-2013-3042991","3/20/2013","3/23/2013","Second Class","CC-12370","Christopher Conant","Consumer","Preston","England","United Kingdom","EU","North","OFF-AP-10002397","Office Supplies","Appliances","Breville Microwave, White","2698.65","9","0","890.46","369.98","High","","","","",""
"ID-2014-10076","7/9/2014","7/13/2014","Standard Class","HG-15025","Hunter Glantz","Consumer","Medan","Sumatera Utara","Indonesia","APAC","Southeast Asia","FUR-BO-10004679","Furniture","Bookcases","Safco Library with Doors, Pine","2910.08","8","0.07","125.12","456.32","High","","","","",""
"ID-2013-70122","6/11/2013","6/15/2013","Standard Class","AD-10180","Alan Dominguez","Home Office","Jakarta","Jakarta","Indonesia","APAC","Southeast Asia","FUR-CH-10002061","Furniture","Chairs","Harbour Creations Executive Leather Armchair, Red","3126.4","9","0.27","-128.72","455.71","High","","","","",""
"CA-2014-133865","5/9/2014","5/13/2014","Standard Class","PS-19045","Penelope Sewall","Home Office","Los Angeles","California","United States","US","West","TEC-CO-10001046","Technology","Copiers","Canon Imageclass D680 Copier / Fax","3359.95","6","0.2","1049.98","400.6","High","","","","",""
"ID-2014-63920","3/17/2014","3/21/2014","Standard Class","AA-10480","Andrew Allen","Consumer","Bangkok","Bangkok","Thailand","APAC","Southeast Asia","TEC-PH-10001699","Technology","Phones","Samsung Smart Phone, Full Size","2645.38","5","0.17","-0.02","452.6","High","","","","",""
"IT-2011-2876489","6/21/2011","6/24/2011","First Class","RB-19330","Randy Bradley","Consumer","Dijon","Burgundy","France","EU","Central","FUR-CH-10000479","Furniture","Chairs","Harbour Creations Executive Leather Armchair, Adjustable","1696.25","4","0.1","734.93","401.13","High","","","","",""
"IN-2014-20485","11/8/2014","11/10/2014","First Class","JM-15265","Janet Molinari","Corporate","Marikina","National Capital","Philippines","APAC","Southeast Asia","OFF-AP-10003866","Office Supplies","Appliances","Breville Microwave, Red","1538.72","6","0.15","325.7","403.26","High","","","","",""
"IN-2014-14780","10/17/2014","10/21/2014","Standard Class","CR-12820","Cyra Reiten","Home Office","Patna","Bihar","India","APAC","Central Asia","TEC-PH-10004664","Technology","Phones","Nokia Smart Phone, with Caller ID","3194.55","5","0","830.55","403.97","High","","","","",""
"IN-2014-32770","10/7/2014","10/11/2014","Standard Class","AP-10720","Anne Pryor","Home Office","Jabalpur","Madhya Pradesh","India","APAC","Central Asia","TEC-PH-10003856","Technology","Phones","Motorola Smart Phone, with Caller ID","2582.16","4","0","361.44","404.08","High","","","","",""
"ID-2012-36403","10/10/2012","10/11/2012","First Class","SW-20245","Scot Wooten","Consumer","Surakarta","Jawa Tengah","Indonesia","APAC","Southeast Asia","TEC-PH-10001699","Technology","Phones","Samsung Smart Phone, Full Size","2645.38","5","0.17","-0.02","451.03","High","","","","",""
"CA-2014-127180","10/23/2014","10/25/2014","First Class","TA-21385","Tom Ashbrook","Home Office","New York City","New York","United States","US","East","TEC-PH-10001494","Technology","Phones","Polycom CX600 IP Phone VoIP phone","2399.6","8","0","647.89","449.45","High","","","","",""
"IN-2014-61393","10/31/2014","11/3/2014","First Class","DK-13090","Dave Kipp","Consumer","Xiangtan","Hunan","China","APAC","North Asia","TEC-CO-10001954","Technology","Copiers","Brother Wireless Fax, Laser","2272.86","6","0","977.22","406.53","High","","","","",""
"IN-2011-19351","6/17/2011","6/19/2011","First Class","BW-11110","Bart Watters","Corporate","Beijing","Beijing","China","APAC","North Asia","FUR-TA-10001889","Furniture","Tables","Bevis Conference Table, Fully Assembled","3238.3","5","0.3","-740.29","449.18","High","","","","",""
"ES-2014-5842530","4/3/2014","4/5/2014","First Class","YC-21895","Yoseph Carroll","Corporate","London","England","United Kingdom","EU","North","FUR-BO-10000490","Furniture","Bookcases","Bush Library with Doors, Metal","2291.81","7","0.1","127.13","448.91","High","","","","",""
"IN-2011-76989","7/19/2011","7/20/2011","First Class","BG-11740","Bruce Geld","Consumer","Kuala Lumpur","Kuala Lumpur","Malaysia","APAC","Southeast Asia","TEC-PH-10004664","Technology","Phones","Nokia Smart Phone, with Caller ID","2555.64","4","0","664.44","410.22","High","","","","",""
"MX-2011-137897","5/17/2011","5/20/2011","Second Class","JM-15580","Jill Matthias","Consumer","Tulancingo","Hidalgo","Mexico","LATAM","North","TEC-PH-10000018","Technology","Phones","Nokia Smart Phone, Full Size","2124.5","5","0","488.6","447.66","High","","","","",""
"BO-2014-8960","2/11/2014","2/15/2014","Second Class","MZ-7335","Maria Zettner","Home Office","Brest","Brest","Belarus","EMEA","EMEA","FUR-HON-10003533","Furniture","Chairs","Hon Executive Leather Armchair, Adjustable","2757.78","6","0","744.48","446.33","High","","","","",""
"ES-2012-2510515","6/19/2012","6/19/2012","Same Day","LH-17155","Logan Haushalter","Consumer","Le Bouscat","Aquitaine","France","EU","Central","OFF-AP-10002330","Office Supplies","Appliances","Hamilton Beach Stove, Silver","2443.91","5","0.1","760.3","416.33","High","","","","",""
"IN-2012-12162","8/2/2012","8/4/2012","First Class","KB-16585","Ken Black","Corporate","Qingdao","Shandong","China","APAC","North Asia","TEC-CO-10000208","Technology","Copiers","Brother Wireless Fax, Color","1521","4","0","0","416.74","High","","","","",""
"US-2011-158554","8/9/2011","8/9/2011","Same Day","LH-16750","Larry Hughes","Consumer","Santo Domingo","Santo Domingo","Dominican Republic","LATAM","Caribbean","TEC-PH-10004196","Technology","Phones","Samsung Smart Phone, Cordless","2044.8","6","0.2","-332.28","417.99","High","","","","",""
"CA-2011-127299","9/19/2011","9/24/2011","Standard Class","JL-15835","John Lee","Consumer","Charlotte","North Carolina","United States","US","South","TEC-MA-10001127","Technology","Machines","HP Designjet T520 Inkjet Large Format Printer - 24"" Color","2624.98","3","0.5","-944.99","443.69","High","","","","",""
"CA-2013-168354","9/20/2013","9/22/2013","First Class","RH-19510","Rick Huthwaite","Home Office","Providence","Rhode Island","United States","US","East","OFF-ST-10001490","Office Supplies","Storage","Hot File 7-Pocket, Floor Stand","1606.23","9","0","481.87","418.26","High","","","","",""
"CA-2014-165323","6/18/2014","6/22/2014","Standard Class","SR-20740","Steven Roelle","Home Office","New York City","New York","United States","US","East","TEC-MA-10003673","Technology","Machines","Hewlett-Packard Desktjet 6988DT Refurbished Printer","3404.5","5","0","1668.2","419.06","High","","","","",""
"ID-2014-31363","6/10/2014","6/11/2014","First Class","SC-20380","Shahid Collister","Consumer","Marikina","National Capital","Philippines","APAC","Southeast Asia","OFF-AP-10001824","Office Supplies","Appliances","Breville Stove, Silver","1433.84","3","0.15","-84.37","424.81","High","","","","",""
"CA-2014-150091","10/13/2014","10/17/2014","Standard Class","NP-18670","Nora Paige","Consumer","Lakewood","New Jersey","United States","US","East","FUR-BO-10003404","Furniture","Bookcases","Global Adaptabilites Bookcase, Cherry/Storm Gray Finish","2154.9","5","0","129.29","426.05","High","","","","",""
"CA-2014-133263","4/1/2014","4/3/2014","Second Class","JE-15610","Jim Epp","Corporate","Atlanta","Georgia","United States","US","South","TEC-CO-10001449","Technology","Copiers","Hewlett Packard LaserJet 3310 Copier","2999.95","5","0","1439.98","439.69","High","","","","",""
"CA-2011-119375","11/17/2011","11/22/2011","Standard Class","YC-21895","Yoseph Carroll","Corporate","Newark","Delaware","United States","US","East","OFF-ST-10002011","Office Supplies","Storage","Smead Adjustable Mobile File Trolley with Lockable Top","2934.33","7","0","792.27","428.8","High","","","","",""
"IN-2014-37320","11/11/2014","11/15/2014","Standard Class","BF-11005","Barry Franz","Home Office","Gorakhpur","Haryana","India","APAC","Central Asia","OFF-AP-10002244","Office Supplies","Appliances","Breville Refrigerator, White","3622.29","7","0","1267.77","438.89","High","","","","",""
"IN-2014-12897","3/14/2014","3/18/2014","Standard Class","CG-12520","Claire Gute","Consumer","Adelaide","South Australia","Australia","APAC","Oceania","OFF-AP-10004964","Office Supplies","Appliances","Hoover Stove, White","3569.64","7","0.1","674.16","458.54","High","","","","",""
"CA-2014-120376","12/23/2014","12/26/2014","First Class","TP-21130","Theone Pippenger","Consumer","Detroit","Michigan","United States","US","Central","FUR-CH-10002335","Furniture","Chairs","Hon GuestStacker Chair","1586.69","7","0","412.54","397.52","High","","","","",""
"CA-2014-168109","7/4/2014","7/4/2014","Same Day","JK-15640","Jim Kriz","Home Office","Seattle","Washington","United States","US","West","TEC-MA-10001148","Technology","Machines","Okidata MB491 Multifunction Printer","2395.2","6","0.2","209.58","396.92","High","","","","",""
"AJ-2013-2640","1/23/2013","1/27/2013","Standard Class","JL-5835","John Lee","Consumer","Baku","Baki","Azerbaijan","EMEA","EMEA","FUR-BAR-10004434","Furniture","Tables","Barricks Wood Table, Rectangular","2058","4","0","946.68","393.62","High","","","","",""
"IN-2012-14724","8/10/2012","8/12/2012","First Class","CT-11995","Carol Triggs","Consumer","Hirakata","Osaka","Japan","APAC","North Asia","TEC-CO-10001654","Technology","Copiers","Hewlett Wireless Fax, Digital","3038.64","8","0","1245.84","371.51","High","","","","",""
"IT-2013-1350483","9/5/2013","9/7/2013","Second Class","SB-20290","Sean Braxton","Corporate","Treviso","Veneto","Italy","EU","South","TEC-CO-10003800","Technology","Copiers","Hewlett Wireless Fax, Color","2671.41","7","0","534.24","483.04","High","","","","",""
"MX-2012-168865","9/14/2012","9/19/2012","Standard Class","CY-12745","Craig Yedwab","Corporate","Mexico City","Distrito Federal","Mexico","LATAM","North","TEC-CO-10001818","Technology","Copiers","Sharp Wireless Fax, Digital","2365.66","10","0","18.86","372.32","High","","","","",""
"ES-2011-1858721","6/11/2011","6/14/2011","First Class","SC-20845","Sung Chung","Consumer","Vienna","Vienna","Austria","EU","Central","FUR-BO-10003103","Furniture","Bookcases","Ikea Classic Bookcase, Metal","2056.05","5","0","390.6","372.5","High","","","","",""
"SO-2014-4990","9/18/2014","9/20/2014","First Class","SM-10005","Sally Matthias","Consumer","Hargeysa","Woqooyi Galbeed","Somalia","Africa","Africa","TEC-SAM-10004230","Technology","Phones","Samsung Smart Phone, Cordless","3834","6","0","268.38","481.04","High","","","","",""
"ID-2014-41191","11/7/2014","11/9/2014","First Class","DK-12895","Dana Kaydos","Consumer","Surabaya","Jawa Timur","Indonesia","APAC","Southeast Asia","OFF-AP-10002793","Office Supplies","Appliances","KitchenAid Stove, Black","3309.26","7","0.17","318.86","374.8","High","","","","",""
"IN-2012-30943","8/3/2012","8/8/2012","Standard Class","KH-16330","Katharine Harms","Corporate","Yogyakarta","Yogyakarta","Indonesia","APAC","Southeast Asia","OFF-AP-10002312","Office Supplies","Appliances","KitchenAid Refrigerator, Black","3501.74","8","0.17","210.86","479.96","High","","","","",""
"ES-2012-4621754","7/23/2012","7/28/2012","Standard Class","BH-11710","Brosina Hoffman","Consumer","Berlin","Berlin","Germany","EU","Central","TEC-PH-10002623","Technology","Phones","Cisco Smart Phone, with Caller ID","2944.08","5","0.1","1112.13","376.58","High","","","","",""
"IN-2014-13324","12/9/2014","12/11/2014","First Class","MP-18175","Mike Pelletier","Home Office","Perth","Western Australia","Australia","APAC","Oceania","TEC-PH-10000169","Technology","Phones","Apple Smart Phone, with Caller ID","1725.46","3","0.1","747.61","479.94","High","","","","",""
"MX-2014-140305","6/3/2014","6/7/2014","Standard Class","KC-16540","Kelly Collister","Consumer","Managua","Managua","Nicaragua","LATAM","Central","OFF-AP-10004627","Office Supplies","Appliances","Hamilton Beach Stove, Silver","1810.3","5","0","54.3","378.26","High","","","","",""
"CA-2011-117639","5/21/2011","5/25/2011","Standard Class","MW-18235","Mitch Willingham","Corporate","Virginia Beach","Virginia","United States","US","South","OFF-BI-10003925","Office Supplies","Binders","Fellowes PB300 Plastic Comb Binding Machine","2715.93","7","0","1276.49","378.83","High","","","","",""
"CA-2014-168109","7/4/2014","7/4/2014","Same Day","JK-15640","Jim Kriz","Home Office","Seattle","Washington","United States","US","West","TEC-AC-10002049","Technology","Accessories","Plantronics Savi W720 Multi-Device Wireless Headset System","1687.8","4","0","742.63","379.56","High","","","","",""
"ID-2013-35640","8/27/2013","8/29/2013","Second Class","CR-12625","Corey Roper","Home Office","Brisbane","Queensland","Australia","APAC","Oceania","FUR-BO-10000288","Furniture","Bookcases","Safco Classic Bookcase, Traditional","2760.34","7","0.1","-214.73","475.34","High","","","","",""
"IN-2012-64774","6/13/2012","6/13/2012","Same Day","RP-19270","Rachel Payne","Corporate","Sydney","New South Wales","Australia","APAC","Oceania","TEC-CO-10001954","Technology","Copiers","Brother Wireless Fax, Laser","3068.36","9","0.1","1124.9","555.77","High","","","","",""
"IN-2011-30292","5/13/2011","5/17/2011","Standard Class","NC-18625","Noah Childs","Corporate","Dhaka","Dhaka","Bangladesh","APAC","Central Asia","TEC-AC-10000866","Technology","Accessories","Belkin Router, Erganomic","3078.72","12","0","523.08","474.44","High","","","","",""
"IT-2011-3675195","11/3/2011","11/6/2011","First Class","GM-14680","Greg Matthias","Consumer","Amsterdam","North Holland","Netherlands","EU","Central","OFF-AP-10001623","Office Supplies","Appliances","Hoover Stove, White","1983.14","7","0.5","-1784.9","473.27","High","","","","",""
"CA-2014-113418","10/2/2014","10/4/2014","First Class","CM-12655","Corinna Mitchell","Home Office","New York City","New York","United States","US","East","TEC-MA-10002428","Technology","Machines","Fellowes Powershred HS-440 4-Sheet High Security Shredder","1704.89","11","0","767.2","291.68","High","","","","",""
"CA-2013-122903","5/28/2013","5/30/2013","Second Class","LA-16780","Laura Armstrong","Corporate","Detroit","Michigan","United States","US","Central","FUR-CH-10002024","Furniture","Chairs","HON 5400 Series Task Chairs for Big and Tall","3504.9","5","0","700.98","383.35","High","","","","",""
"IN-2013-14773","3/11/2013","3/15/2013","Standard Class","RF-19735","Roland Fjeld","Consumer","Perth","Western Australia","Australia","APAC","Oceania","TEC-PH-10000499","Technology","Phones","Motorola Smart Phone, Full Size","2892.1","5","0.1","160.61","470.29","High","","","","",""
"US-2011-161760","12/22/2011","12/24/2011","First Class","JH-16180","Justin Hirsh","Consumer","Buenos Aires","Buenos Aires","Argentina","LATAM","South","TEC-PH-10000169","Technology","Phones","Apple Smart Phone, with Caller ID","2300.62","9","0.4","38.2","386","High","","","","",""
"ES-2012-4934238","2/2/2012","2/5/2012","First Class","JH-15820","John Huston","Consumer","Hamburg","Hamburg","Germany","EU","Central","TEC-PH-10000800","Technology","Phones","Cisco Smart Phone, Full Size","3263.4","5","0","848.4","469.29","High","","","","",""
